type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
status	post_user_112463368812803	112463368812803_1228210383904757	https://www.facebook.com/112463368812803/posts/1228210383904757	A message for Tesco Bideford......Tesco!!! Where are the  free from dairy  chocolate muffins and brownies??? You can t do this to me Tesco! I thought we had a deal? Am I gonna have to go to asda? 😭 I neeeeed my dairy free chocolate fix. Seriously  Asda s free from millionaires bites are really good but I don t wanna have to cheat on you Tesco. Can you please just restock them.  Many thanks  namaste Xx 😘					2016-10-31T21:58:40+0000	1477951120	2016-10-31 22:58:40	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10202505182428925	https://www.facebook.com/112463368812803/posts/10202505182428925	Customer care??? Yesterday I bought a fruit pot from you only to find a worm in the bottom today! When contacting you about it you told me that you cannot do anything unless I returned the pot and the worm to my nearest store at a convenient time. This was a bit difficult considering I was at work and had threw the pot in the bin in disgust 😷 not a happy customer!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14591853_10202505182428925_5445690082992082809_n.jpg?oh=b85698198cb4494e69d493f19d89c719&oe=591FD926	https://scontent.xx.fbcdn.net/v/t1.0-9/14591853_10202505182428925_5445690082992082809_n.jpg?oh=448855d3733142eb74990e43c464741e&oe=5922D5C0	https://www.facebook.com/photo.php?fbid=10202505182428925&set=o.112463368812803&type=3	facebook.com	2016-10-31T21:55:19+0000	1477950919	2016-10-31 22:55:19	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10207608077185584	https://www.facebook.com/112463368812803/posts/10207608077185584	Disgusted to find the majority of the meet in your beef casserole with dumplings Was made up of this long fatty piece of so called beef. Do you have quality control? I m sorry that s disgusting and a complete waste if money.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14639902_10207608077185584_6664414307772530135_n.jpg?oh=27b00dbddac1ca378949eb4cd49cf014&oe=58ED8219	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14639902_10207608077185584_6664414307772530135_n.jpg?oh=48062c107ca4c69d2489554b880f8508&oe=58DDCA14	https://www.facebook.com/photo.php?fbid=10207608077185584&set=o.112463368812803&type=3	facebook.com	2016-10-31T21:24:35+0000	1477949075	2016-10-31 22:24:35	1	11	1	0	12	11	5	6	3	0	1	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228187850573677	https://www.facebook.com/112463368812803/posts/1228187850573677	I d just like to say a massive thank you to Steve Hill and the staff at brading Road  Ryde Tesco on the IOW for being so helpful this evening. I work at a local primary school and asked what happened to the Halloween bunting and the very large cardboard spooky house after Halloween  as the possibilities for enhancing learning at school were endless and they couldn t have done more to help after saying I could take it! The team dismantled it for me  helped me carry it to my car and were genuinely interested in what I would do with it and were pleased for it to go to a good home! Great customer service and such a willingness to help when I m sure it would have been much easier for them to just bin it!  Thank you so much :)  From a very happy Reception teacher & no doubt some very excited children in the morning!					2016-10-31T21:22:42+0000	1477948962	2016-10-31 22:22:42	69	14	73	2	89	14	7	7	14	0	69	4	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228182237240905	https://www.facebook.com/112463368812803/posts/1228182237240905	Why... ? Why... ? Why... ? The Tesco Rich Tea Finger packets...  Some packets of these biscuits are cooked nice and some packets tastes and also look uncooked?  Real disappointment.					2016-10-31T21:10:10+0000	1477948210	2016-10-31 22:10:10	0	6	0	0	6	6	2	4	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228179930574469	https://www.facebook.com/112463368812803/posts/1228179930574469	Hi had my eyes tested today at your scunthorpe branch  I have never been before even though I have lived in Scunthorpe all my life  but family have so in need thought I d give it a try. I can honestly say how pleased I was with the service from start to finish I was greeted by this friendly lovely lady who was professional and polite and very thorough  I proceeded to have a chap called David to do the actual eye test and he also was very professional  he put me at ease and was very friendly!!! I ordered my glasses no problems which was really reasonable prices also!! I would like to thank the opticians in scunthorpe and would recommend to anyone needing an eye yes especially if a little apprehensive about having one as it s a little intrusive but needs must!! 😉🙏🏻					2016-10-31T21:06:08+0000	1477947968	2016-10-31 22:06:08	0	4	0	0	4	4	2	2	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10154227462333752	https://www.facebook.com/112463368812803/posts/10154227462333752	Dear Tesco. My husband bought these yogurts at 15.02 today from your large store in battlefield Shrewsbury. My daughter went to have one after dinner  and thankfully checked the date!     they are 11 days out of date    the use by date is 20 October!! This would have made her very ill. When I informed My husband he said there was lots of them there  so there may be more with that date? Please check so that no one gets ill..... This is the second time this has happened. The last time they came with my home delivery  and were 5 days out of date. 😳	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14595734_10154227462333752_9199994736269438078_n.jpg?oh=8505c20f63a0701ee066d44a8a4bfbc3&oe=58EB816E	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/14595734_10154227462333752_9199994736269438078_n.jpg?oh=a42fbeb0872b2e121c2a7998820921f3&oe=58F0031A	https://www.facebook.com/photo.php?fbid=10154227462333752&set=o.112463368812803&type=3	facebook.com	2016-10-31T20:57:43+0000	1477947463	2016-10-31 21:57:43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228151633910632	https://www.facebook.com/112463368812803/posts/1228151633910632	Company is a joke never received goods i ordered and customer service are not bothered when you ring. They just like ripping people off.					2016-10-31T20:24:51+0000	1477945491	2016-10-31 21:24:51	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10154723523232577	https://www.facebook.com/112463368812803/posts/10154723523232577	Bought these Rocky Road Clusters in Tesco Pembroke Dock today....	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14925473_10154723523232577_5757538658547982256_n.jpg?oh=de7a7c668bb9bad6354d64cd5ccf86bb&oe=58ECC8FD	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14925473_10154723523232577_5757538658547982256_n.jpg?oh=16307815400649ad4daffbb6823210ef&oe=591D6FF0	https://www.facebook.com/photo.php?fbid=10154723523232577&set=o.112463368812803&type=3	facebook.com	2016-10-31T20:15:50+0000	1477944950	2016-10-31 21:15:50	1	9	4	0	13	9	3	6	4	0	1	0	1	1	0	1	0
status	post_user_112463368812803	112463368812803_1228146753911120	https://www.facebook.com/112463368812803/posts/1228146753911120	Tesco  you ve made me very sad this evening 😞 Anybody I can talk to about this?					2016-10-31T20:15:30+0000	1477944930	2016-10-31 21:15:30	0	5	0	0	5	4	2	2	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228143353911460	https://www.facebook.com/112463368812803/posts/1228143353911460	Today I went to my local Tesco on Hayling Island  Station Road  which at the moment runs the Groundworks Community Scheme  where you get to vote for one of the 3 projects selected. I spent about £30 on my daily shop and after I paid for my shopping I queried how can I vote. I was informed that because I did not purchased a carrier bag I could not vote. Really! I thought that the whole point of supermarkets charging for carrier bags is to reduce the usage of them and now if I would like to vote I am being encourage to purchase a bag I don t need? Why? I would understand if Tesco put a limit -  lets say of £10 of money spent on shopping before customer is allowed to vote  but encouraging plastic bag purchasing seems wrong! Please  can you explain to me the reasoning behind Tesco s thinking for having to purchase a disposable bag to be allowed to vote? Surely spending money on shopping should be enough to qualify to vote. Thank you.					2016-10-31T20:09:22+0000	1477944562	2016-10-31 21:09:22	0	7	0	1	8	7	3	4	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228141970578265	https://www.facebook.com/112463368812803/posts/1228141970578265	We deliberated about posting this as we re not usually big complainers; however  my wife and I felt strongly about this one...   We were really pleased to have saved just shy of £50 worth of Clubcard vouchers which we thought would double up to £100 with  Tesco Direct  to put towards Christmas presents for our daughter.   Imagine our disappointment to find out that this is no longer the case having read a poorly publicised article stating that the last ever event was last May. It has also taken the edge off the card we received from Tesco celebrating our 350th shop with you and a slightly ironic award of an extra 250 Clubcard points!  With the cost of living increasing rapidly again  this really would have assisted with the expense of Christmas. Not the way to keep customers I m afraid :(.					2016-10-31T20:06:38+0000	1477944398	2016-10-31 21:06:38	1	5	1	0	6	5	2	3	2	0	1	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228141757244953	https://www.facebook.com/112463368812803/posts/1228141757244953	@Tesco  Hi  can you use the Alton towers club card boost on the 5th Nov? Thanks 🤗					2016-10-31T20:06:22+0000	1477944382	2016-10-31 21:06:22	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10154029743179142	https://www.facebook.com/112463368812803/posts/10154029743179142	Bought this for the kids tonight to play on Halloween  found it a little amusing after playing it for a few minutes. Thankfully the kids didn t understand my amusement 😂😂	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14947618_10154029743179142_1560689333362693717_n.jpg?oh=35ad405c5738cc8396f59a025640948e&oe=5921AAB8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14947618_10154029743179142_1560689333362693717_n.jpg?oh=06c802488f53f3cb2ccb3508fda49741&oe=58E8ADB5	https://www.facebook.com/photo.php?fbid=10154029743179142&set=o.112463368812803&type=3	facebook.com	2016-10-31T20:02:28+0000	1477944148	2016-10-31 21:02:28	7	0	15	2	17	0	0	0	0	0	7	0	1	7	0	0	0
status	post_user_112463368812803	112463368812803_1228135360578926	https://www.facebook.com/112463368812803/posts/1228135360578926	Really disappointed Tesco... went to cook some sea bass fillets for my family tonight that I had freshly filleted in your Peterborough extra store... full of bones and still covered in scales. Not what I asked for and now completely wrecked what I had planned for dinner. For the money I paid am really disappointed.					2016-10-31T19:57:42+0000	1477943862	2016-10-31 20:57:42	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228128540579608	https://www.facebook.com/112463368812803/posts/1228128540579608	Hello. Could I just ask why all the turkeys in the Christmas brochure say  contains milk ?   No problem I m just a bit confused 😂					2016-10-31T19:45:49+0000	1477943149	2016-10-31 20:45:49	0	9	0	0	9	9	6	3	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10153838032181510	https://www.facebook.com/112463368812803/posts/10153838032181510	Hi  I just wanted to say how lovely your Community Champion Lynda  from your Elgin store is. I was helping out at the SSAFA Big Brew Up at RAF Lossiemouth today  which was supported by Tesco Elgin  and Lynda was there representing Tesco. As well as making numerous cuppas  she also spent time playing with my shy 3 year old  who normally wouldn t say boo to a goose in the company of strangers! Lynda was friendly and interested in what Eve had to say  as well as spending a good while playing with her with balloons! I think Eve might be a little bit in love with her now! People are quick enough to complain and moan so it s only fair to give praise where it s due too! Lynda is a credit to your Elgin store and the company 😀	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14910374_10153838032181510_6282606927479439771_n.jpg?oh=bd4898cbf1c1bd0e47ee8f250c428c6c&oe=58EE8527	https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/14910374_10153838032181510_6282606927479439771_n.jpg?oh=bfabe354fb6eb4219a6c53f2570d7fa9&oe=591CA234	https://www.facebook.com/photo.php?fbid=10153838032181510&set=o.112463368812803&type=3	facebook.com	2016-10-31T19:40:54+0000	1477942854	2016-10-31 20:40:54	79	10	91	1	102	10	10	0	6	0	78	12	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10157673933510506	https://www.facebook.com/112463368812803/posts/10157673933510506	Thank you Tesco  from a happy dairy and soya allergic boy 😀	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14947957_10157673933510506_5378217740667887454_n.jpg?oh=5c57ef21b8bea56ce8e12a424a2ec304&oe=58DAA122	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14947957_10157673933510506_5378217740667887454_n.jpg?oh=e6a28c8f0e235552c15cde6079a191ba&oe=58ED3F2F	https://www.facebook.com/photo.php?fbid=10157673933510506&set=o.112463368812803&type=3	facebook.com	2016-10-31T19:40:46+0000	1477942846	2016-10-31 20:40:46	20	8	20	0	28	5	2	3	2	0	19	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228117110580751	https://www.facebook.com/112463368812803/posts/1228117110580751	bought donuts at tesco today - would have preferred them to be a bit fresher tasting considering its a monday - wish I d gone to morrisons					2016-10-31T19:31:31+0000	1477942291	2016-10-31 20:31:31	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10157652868515333	https://www.facebook.com/112463368812803/posts/10157652868515333	This is the second time I have come across a pin being left in an item of clothing. This time it was a child s Halloween costume! Bought in Fleetsbridge tesc  Poole. Sort it out! Someone could of been hurt!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14633096_10157652868515333_22210326832390711_n.jpg?oh=7f61114f1b2f42f211c333ff18bc5885&oe=58DE6669	https://scontent.xx.fbcdn.net/v/t1.0-9/q82/s720x720/14633096_10157652868515333_22210326832390711_n.jpg?oh=494ecec6a1ef62e965e5fb32e33b26f1&oe=58E8EE7C	https://www.facebook.com/photo.php?fbid=10157652868515333&set=o.112463368812803&type=3	facebook.com	2016-10-31T19:27:33+0000	1477942053	2016-10-31 20:27:33	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10209352468781086	https://www.facebook.com/112463368812803/posts/10209352468781086	So so disappointed with your Star Sparklers. I brought them today from Tesco Teddington for my girls to have tonight. We were not able to go to my sisters Halloween party  as a treat before bed we thought these would be a great idea. I am so upset  I built up the excitement  got their coats  gloves on all ready all set to go  started to light them & not one worked!!! NOT ONE! I now have two girls crying before bed. Hugely disappointed. COMPLETELY GUTTED.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14937437_10209352468781086_5590325159504303170_n.jpg?oh=f8cdef04b5db75b5f0311c6aa2cec0da&oe=5922C119	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14937437_10209352468781086_5590325159504303170_n.jpg?oh=14bf0c496980752957859f4b5c80e298&oe=58DFE814	https://www.facebook.com/photo.php?fbid=10209352468781086&set=o.112463368812803&type=3	facebook.com	2016-10-31T19:20:17+0000	1477941617	2016-10-31 20:20:17	0	9	3	0	12	9	4	5	2	0	0	0	0	0	0	3	0
status	post_user_112463368812803	112463368812803_1228102473915548	https://www.facebook.com/112463368812803/posts/1228102473915548	Well done to tesco for selling eggs to the young kids that have now egged the local houses.					2016-10-31T19:10:50+0000	1477941050	2016-10-31 20:10:50	0	14	0	0	14	14	2	12	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10154546621067165	https://www.facebook.com/112463368812803/posts/10154546621067165	Never in my life have I had to deal with such an unhelpful corporation. I am so angry I have felt the need to post my problems on here to warn other customers how misleading and unhelpful your company is.   Last night my husband and I spent a few hours surfing the internet for presents for our daughter. Tesco had what we thought was an excellent 3 for 2 offer on toys. This offer made Tesco the cheapest place to buy the 3 toys a total of £65.   All of their toys clearly state with a red sticker if they are on the 3 for 2 offer on the website. Other items we would have purchased clearly stated they were out of stock or not included in the offer.   So we clicked on our 3 selected items and added them to basket. No item showed as free. We were perplexed  baring in mind this was 10pm and we have 2 small children running around and demanding attention from 7am. We were tired!!!   Thinking we had missed something we removed the items and tried again. Same thing. All 3 times showing with none free.   It was late so we just ordered them and thought we d go to store in the morning and sort it out. After a trip to our local store we were sent back to Tesco direct to sort them problem.   After a quick chat they informed me one of the toys was in fact out of stock with Tesco and was provided by a 3rd party which is why we didn t get one free.   At no point the the website alert me to the fact this one toy was not included in the offer or that I had missed an offer as I had added two qualifying items.    So here s my problem. They stated they were unable to refund any item separately or add another item to our order. They could only refund the entire order when it was delivered to the store. The refund would then take 3-5 working days to clear back to my bank account. I could then re-order the items required  but hang on the offer on toys ends tonight.   No like most hard working parents of two small children and two teenagers I don t have a spare £90 in my bank account.   So now am I left with no toys and no money for toys for my daughters birthday present which is on Friday and all I got from YOU Tesco was sorry you (as in me) should have noticed!!!!!  Well Tesco I spend thousands of pounds at your petrol station every year as I do a 65 mile round trip to work every day. Plus all the food shopping and clothes for our 4 children. Guess what your not having my custom any more!!! Something tells me the bigger picture is your loss not mine!!	https://scontent.xx.fbcdn.net/v/l/t1.0-0/s130x130/14479511_10154546621067165_6603654968320502641_n.jpg?oh=c79871406b88b4f6ec3082fa41f4e70b&oe=58D940DF	https://scontent.xx.fbcdn.net/v/l/t1.0-9/s720x720/14479511_10154546621067165_6603654968320502641_n.jpg?oh=a43728a94ebb3a46a4a893228c281990&oe=58DBBED2	https://www.facebook.com/photo.php?fbid=10154546621067165&set=o.112463368812803&type=3	facebook.com	2016-10-31T18:55:57+0000	1477940157	2016-10-31 19:55:57	0	8	0	0	8	8	5	3	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_1184379648308289	https://www.facebook.com/112463368812803/posts/1184379648308289	Picked this chocolate apple up in your fareham store yesterday  probably not a lot wrong with it as  best before  but should it be on the shelf 2 days after the date?	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14915394_1184379648308289_8404121252611965392_n.jpg?oh=c2f8f4ec58ba848a3930f08d82875179&oe=5921D507	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14915394_1184379648308289_8404121252611965392_n.jpg?oh=adbc2d742679e13b29dfb368cb9c6382&oe=58E8A012	https://www.facebook.com/photo.php?fbid=1184379648308289&set=o.112463368812803&type=3	facebook.com	2016-10-31T18:54:42+0000	1477940082	2016-10-31 19:54:42	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228087853917010	https://www.facebook.com/112463368812803/posts/1228087853917010	Can you put Food bank collection points in more stores especially rhe Dinnington one please. I have to go to Morrisons tomorrow to buy and donate.					2016-10-31T18:53:53+0000	1477940033	2016-10-31 19:53:53	0	4	0	0	4	4	3	1	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228080387251090	https://www.facebook.com/112463368812803/posts/1228080387251090	Chat conversation start  Very disappointed that Tesco will not honour a Lego 3 for 2 as advertised. I purchased 3 items with no discount applied at the online checkout  it appears that  the offer is not being honoured because one of the items cannot be collected from a store and has to be home delivered. Ridiculous. Order number 4DN9TWPPG					2016-10-31T18:39:03+0000	1477939143	2016-10-31 19:39:03	0	2	0	0	2	2	2	0	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_1200712523326139	https://www.facebook.com/112463368812803/posts/1200712523326139	Amelia Crisps Halloween Mask aged 10.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14915280_1200712523326139_614055962112508633_n.jpg?oh=8ee69affacd03ecbfcacd434c6801a8e&oe=58E26DBB	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14915280_1200712523326139_614055962112508633_n.jpg?oh=cb430a163bf3a2386e6b73b2b07820a7&oe=58EF7B44	https://www.facebook.com/photo.php?fbid=1200712523326139&set=o.112463368812803&type=3	facebook.com	2016-10-31T18:34:19+0000	1477938859	2016-10-31 19:34:19	0	3	0	0	3	3	2	1	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1228074877251641	https://www.facebook.com/112463368812803/posts/1228074877251641	Placed order for a non-food item but did not realise until it has been dispatched that the system picked up my delivery instructions for food delivery which is back door and I want this delivery to front door.					2016-10-31T18:30:51+0000	1477938651	2016-10-31 19:30:51	1	4	1	0	5	4	2	2	0	0	1	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10157642219570557	https://www.facebook.com/112463368812803/posts/10157642219570557	Hi Tesco!  First off  i have to say i love the hallowe en costumes my 2boys were so excited to get in them it was great.  I see you played a game of trick or treat with me you little rascals you. I was a little disappointed to be honest though as i wanted a treat  not a trick.  Finding 2 staples in the label was a big surprise (especially one being open!)  Im just glad i found them with my eyes  as a posed to my sons back.  You may want to check some stock 😉  Happy hallowe en 🎃👻💀🎃	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14947593_10157642219570557_3362048594646440828_n.jpg?oh=20cce79626b2fd6503cf1d2430de87c8&oe=58E9ECEB	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14947593_10157642219570557_3362048594646440828_n.jpg?oh=f44d3fceb44fe721fec69b5ffe3cf31a&oe=58E6B3E6	https://www.facebook.com/photo.php?fbid=10157642219570557&set=o.112463368812803&type=3	facebook.com	2016-10-31T18:25:00+0000	1477938300	2016-10-31 19:25:00	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10210841739576959	https://www.facebook.com/112463368812803/posts/10210841739576959	Someone can t count 10 garlic bread slices but only got nine	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14915484_10210841739576959_7357064377572190368_n.jpg?oh=3ba86ea51e444928a2e17b006c60fc41&oe=58D7AE9A	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/14915484_10210841739576959_7357064377572190368_n.jpg?oh=efd57f6043d8c0dd1aa697c405de4de2&oe=58E82CEE	https://www.facebook.com/photo.php?fbid=10210841739576959&set=o.112463368812803&type=3	facebook.com	2016-10-31T18:23:32+0000	1477938212	2016-10-31 19:23:32	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
video	post_page_112463368812803	112463368812803_1223821061010356	https://www.facebook.com/112463368812803/posts/1223821061010356	Our Tesco Toy Testers are back and partying with the friendliest herd of horses  My Little Pony.  We’ve got all the festive favourites  at the home of the most loved toys.	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/14602158_1223821084343687_4917061809535451136_n.jpg?oh=7a7889b9f11d6e2e66cd9fd2e72caf38&oe=58D8910C	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/14602158_1223821084343687_4917061809535451136_n.jpg?oh=3caea7388f0883e0cb851feeca5f6dea&oe=58E0D02E	https://www.facebook.com/tesco/videos/1223821061010356/	facebook.com	2016-10-31T18:21:24+0000	1477938084	2016-10-31 19:21:24	248	126	259	28	413	110	44	66	53	0	245	9	0	1	0	1	0
