type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_user_112463368812803	112463368812803_1296962616985442	https://www.facebook.com/112463368812803/posts/1296962616985442	Would ve liked the 6 apples I paid for 😂	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13516521_1296962616985442_6130883319190405753_n.jpg?oh=b3d0b260be99fb9bf7a8048a32562553&oe=59214B56	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13516521_1296962616985442_6130883319190405753_n.jpg?oh=aa7abeac56129795fe93a7c1a463e9ed&oe=58E3B543	https://www.facebook.com/photo.php?fbid=1296962616985442&set=o.112463368812803&type=3	facebook.com	2016-06-27T16:51:16+0000	1467046276	2016-06-27 18:51:16	1	1	1	0	2	1	1	0	2	0	1	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126477270744736	https://www.facebook.com/112463368812803/posts/1126477270744736	I have Had awful service from tesco  placed an order and it was not delivered! they say they tried to take payment and it didn t go through! I don t know why! there is money in the account! I contacted my bank so see if there would be any reason why this happened  they say that there wasn t even any attempt by tesco to take money! I complained to customer service and had the most patronising e mail back! explaining to me the system  and that the money doesn t come out when the order is placed but when the order is ready to be sent out from store! I know this but that I feel that they were writing to a idiot! it is absolutely disgusting! then at the end explained how to find the order and re-order it   why on earth would I want to do that					2016-06-27T16:27:31+0000	1467044851	2016-06-27 18:27:31	0	11	0	0	11	10	2	8	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10209989344912935	https://www.facebook.com/112463368812803/posts/10209989344912935	I got this for my husband s birthday and the cake was not nice. Do not by this	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13511956_10209989344912935_5167545506352816184_n.jpg?oh=302e21039772959a9e54b4c8149719f0&oe=58EBCCC4	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13511956_10209989344912935_5167545506352816184_n.jpg?oh=7357fb8bc1ef59794a8581aa5413ca7b&oe=591AB9C9	https://www.facebook.com/photo.php?fbid=10209989344912935&set=o.112463368812803&type=3	facebook.com	2016-06-27T16:23:11+0000	1467044591	2016-06-27 18:23:11	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126470197412110	https://www.facebook.com/112463368812803/posts/1126470197412110	Wanted to cook a new recipe from Sabrina Ghayours new book tonight  which you stock  and can t because you have discontinued aubergines?! Makes sense 🍆					2016-06-27T16:09:27+0000	1467043767	2016-06-27 18:09:27	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126469774078819	https://www.facebook.com/112463368812803/posts/1126469774078819	Really annoyed. Just put chicken in the oven for a roast and its gone off. There are 2 days until the use by date 😡					2016-06-27T16:08:18+0000	1467043698	2016-06-27 18:08:18	0	12	0	0	12	11	4	7	3	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126468570745606	https://www.facebook.com/112463368812803/posts/1126468570745606	I d like to know how I go about complaining about the standard of your own brand nappies? The last two packets of size 6 nappies I ve purchased for my daughter has had splits in them. If I can t see the splits and use the nappy  the gel crystals come out and cover my daughter  her bedding  the floor. It s a bloody mess and honestly  I m worried about if she decided to try to eat them. I have purchased these nappies over the last month from the Callington Tesco.					2016-06-27T16:05:32+0000	1467043532	2016-06-27 18:05:32	0	2	0	0	2	2	2	0	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10157117099795051	https://www.facebook.com/112463368812803/posts/10157117099795051	Really...? These new products you have brought in are absolutely rubbish!!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13528676_10157117099795051_1347800415197698104_n.jpg?oh=cd0eeea89000fa96aedf3696f7205dcd&oe=58D822A1	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13528676_10157117099795051_1347800415197698104_n.jpg?oh=0f21b504535e70b698d4a30907ff43a8&oe=59191BAC	https://www.facebook.com/photo.php?fbid=10157117099795051&set=o.112463368812803&type=3	facebook.com	2016-06-27T15:58:26+0000	1467043106	2016-06-27 17:58:26	3	10	3	0	13	9	4	5	8	0	3	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126458247413305	https://www.facebook.com/112463368812803/posts/1126458247413305	Just had THE most amazing customer service at Tesco near Warfield  Bracknell.  I lost my bank card in store between paying for my shopping  writing in a couple of birthday cards and going to the kiosk for stamps.   Amanda at customer services looked all around the checkouts etc where I d been whilst I was searching through my purse    put my shopping to one side whilst I went to retrace my steps  offered to get me some new replacement frozen food when it took a while to finally give up looking  Gave my 2 year old daughter a fake flower (left over from an event) to keep her occupied whilst I was looking.  Taped up the envelopes of the birthday cards i d opened to check It hadn t accidentally fallen inside   And gave me two stamps to post the cards (to my two 6 year old god children whose birthday it is tomorrow).  She was so helpful and friendly throughout  I was clearly stressed and my tired two year old was being a handful!  She took my details and phoned me when someone handed it in about 30 mins later!  She was fantastic! Went over and above my expectations and she deserves a real pat on the back for her commitment to the customer!!  Thanks Amanda and Tesco xx					2016-06-27T15:41:22+0000	1467042082	2016-06-27 17:41:22	5	3	5	0	8	3	2	1	1	0	5	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126456527413477	https://www.facebook.com/112463368812803/posts/1126456527413477	Feel free to delete this if it s not allowed  I lost my charm bracelet and the Newmarket Road store in Cambridge today and me and a member of staff searched high and low to look for it with no success. If someone has found this I beg you to hand it in  it s got so much sentimental value to it I m distraught that I ve lost it  I have charms on there from my step children and one that was given to me after my heart surgery last year. Please do the right thing and give it back					2016-06-27T15:35:43+0000	1467041743	2016-06-27 17:35:43	0	9	0	0	9	9	2	7	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10157040123180551	https://www.facebook.com/112463368812803/posts/10157040123180551	Bought from Tesco Express Leeds Bridgewater today  snails in the blueberries!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13508848_10157040123180551_7694498700163006749_n.jpg?oh=0a8eb970f6147e67c0b8bb637ef9152e&oe=58DAFE7D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13508848_10157040123180551_7694498700163006749_n.jpg?oh=2f6e62caeaed2dfde21d304334491524&oe=58E0D170	https://www.facebook.com/photo.php?fbid=10157040123180551&set=o.112463368812803&type=3	facebook.com	2016-06-27T15:06:27+0000	1467039987	2016-06-27 17:06:27	4	36	19	8	63	36	15	21	21	0	4	0	15	0	0	0	0
status	post_user_112463368812803	112463368812803_1126440204081776	https://www.facebook.com/112463368812803/posts/1126440204081776	Appalled at the service we just received at your Llanelli extra store					2016-06-27T14:57:30+0000	1467039450	2016-06-27 16:57:30	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126439110748552	https://www.facebook.com/112463368812803/posts/1126439110748552	Hi tescos when are we going to see these so called new offers u promised us to boost our Clubcard points					2016-06-27T14:54:55+0000	1467039295	2016-06-27 16:54:55	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126423810750082	https://www.facebook.com/112463368812803/posts/1126423810750082	Just wanted to provide some positive feedback on how friendly your delivery drivers are! I ve just received my delivery and the lady spent a bit of time chatting to my profoundly disabled son and including him in the delivery. Most people are too scared to even talk to him because they don t know what to say so I was really touched that she was so natural with him and made the effort.					2016-06-27T14:18:46+0000	1467037126	2016-06-27 16:18:46	53	3	55	0	58	3	2	1	0	0	53	2	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_595560070625045	https://www.facebook.com/112463368812803/posts/595560070625045	Another formula product in the clearance section Tesco! Maybe all your stores need training on this! ☺️	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13509046_595560070625045_7334223436869030188_n.jpg?oh=20d7b2196f36c13137193faae0323795&oe=5924A612	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13509046_595560070625045_7334223436869030188_n.jpg?oh=47628ab96867aabb0653fa5e69f8bf50&oe=58F00BED	https://www.facebook.com/photo.php?fbid=595560070625045&set=o.112463368812803&type=3	facebook.com	2016-06-27T13:39:40+0000	1467034780	2016-06-27 15:39:40	2	1	2	0	3	1	1	0	0	0	2	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126401367418993	https://www.facebook.com/112463368812803/posts/1126401367418993	dear tesco  i love a bargain and in store last thursday i bought a  reduced to clear  plant   from £2  to 20p  my problem is that it didnt have a label so i dont know what plant it actually is.   when scanned the cashier said it was fathers day cup. and its quite small in a square glass jar.   the bar code number is 9715 0570 0819 0917 2000 2001.  so can you tell me what this plant is so i can care for it better  thanks					2016-06-27T13:25:30+0000	1467033930	2016-06-27 15:25:30	0	2	0	0	2	2	2	0	1	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126368400755623	https://www.facebook.com/112463368812803/posts/1126368400755623	Do you still run the double the difference back on pricing errors? I was buying an electric toothbrush half price today Yellow offer said oral B pro 2000 half price I picked up a pink one and when I got to the till it was full price A lady took it off to have a look Only the blue ones on offer It did not say this on the yellow rocket as I pointed out to her I was told I should be checking the bar codes? Then the coffee I was buying scanned full price - went to customer service and refunded the difference  I only went in for few items  Really puts me off shopping at tesco					2016-06-27T12:11:40+0000	1467029500	2016-06-27 14:11:40	0	19	0	0	19	19	3	16	3	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126363507422779	https://www.facebook.com/112463368812803/posts/1126363507422779	Hi  wondered if you could tell me if you have stopped selling Golden Cross cheese and onion party mix plz   I used to find it in your £1 section but it seems to have dissappeared off the shelves...Thanks in advance					2016-06-27T11:55:12+0000	1467028512	2016-06-27 13:55:12	0	6	0	0	6	6	1	5	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10154272583143784	https://www.facebook.com/112463368812803/posts/10154272583143784	2nd week running and strawberries mouldy again my little boy was eating them and just spotted this one only brought yesterday	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13509051_10154272583143784_287173064432766846_n.jpg?oh=faed402b69d9e5c513e98c35d8f0ad52&oe=59184EAF	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13509051_10154272583143784_287173064432766846_n.jpg?oh=59f18950ab9f64053dd95aa9b1906a3f&oe=58DF77BA	https://www.facebook.com/photo.php?fbid=10154272583143784&set=o.112463368812803&type=3	facebook.com	2016-06-27T11:30:39+0000	1467027039	2016-06-27 13:30:39	0	4	0	0	4	4	3	1	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126333307425799	https://www.facebook.com/112463368812803/posts/1126333307425799	What has happened to your bread lately over the last few weeks I don t buy bread often I have noticed that all the stores I have used the tesco bakery sandwich loaf is getting more and more like tesco value sliced bread on both appearance and taste the slices are smaller toasted it s just like wrap bread please bring back your real bread					2016-06-27T10:53:23+0000	1467024803	2016-06-27 12:53:23	0	3	0	0	3	3	2	1	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10154248566402604	https://www.facebook.com/112463368812803/posts/10154248566402604	Just went to use my mozzarella that i got home delivered on 22/6/16  to see it was already 4 days out of date when delivered to me  this is happening way too often & i wont be using tescos anymore.  Good job i noticed before i put it in my 2 year olds pasta! 😡	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13507005_10154248566402604_1977413081309734826_n.jpg?oh=94ad9cc733ce81f2812a59dffdf3e41b&oe=592471F0	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13507005_10154248566402604_1977413081309734826_n.jpg?oh=9547b433cb2bfe29fef8ce684b1f67f6&oe=58DB29FD	https://www.facebook.com/photo.php?fbid=10154248566402604&set=o.112463368812803&type=3	facebook.com	2016-06-27T10:43:45+0000	1467024225	2016-06-27 12:43:45	0	4	0	0	4	4	3	1	1	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126327920759671	https://www.facebook.com/112463368812803/posts/1126327920759671	Hello  could you tell me if your fresh baked bread is suitable for vegetarians? I couldn t find a list of ingredients and staff couldn t find the info either.  Only one member of staff offered to look  the rest of them laughed or looked at me like I had three heads.					2016-06-27T10:38:12+0000	1467023892	2016-06-27 12:38:12	0	2	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10208543895207296	https://www.facebook.com/112463368812803/posts/10208543895207296	Dear Tesco   My name is Sam and I’m a rather handsome border collie (if I do say so myself!) Seeing as we collies have a reputation for being pretty smart  I like to make sure my mum is doing everything she should to be a responsible pet owner (it’s hard work looking after these humans!) so back in February I told her to buy me some pet insurance in case I get hurt whilst out and about and being wonderful. I directed her to your website and she was very happy to see your free clubcard points offer and I explained to her that she could use them to buy lots of bonios for me (well after all  it was my idea to get pet insurance  so it’s only fair!)  Unfortunately though  my human has checked her card recently and seen that there are no points there  and we having a crisis as there are no bonios in my treat jar! Please help us to fix this tragedy.  Yours   Samtastic the Border Collie	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/13495033_10208543895207296_260162354432894804_n.jpg?oh=b3442eb0107f019c41162d7b395bfb4c&oe=58EF4983	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13495033_10208543895207296_260162354432894804_n.jpg?oh=5a0671cc67f79eb796b7d9bf24f14568&oe=5918BC1E	https://www.facebook.com/photo.php?fbid=10208543895207296&set=o.112463368812803&type=3	facebook.com	2016-06-27T09:36:07+0000	1467020167	2016-06-27 11:36:07	7	3	7	0	10	3	3	0	2	0	7	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126303750762088	https://www.facebook.com/112463368812803/posts/1126303750762088	Hi there I boost my points for pizza express on Saturday . I haven t received any email yet normally it is straight away . My order number is 00000072019381					2016-06-27T09:25:30+0000	1467019530	2016-06-27 11:25:30	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10154291916483033	https://www.facebook.com/112463368812803/posts/10154291916483033	Yuck!!! I have just finished a big shop and so far have had to bin a bag of slimy carrot sticks   some rocket and watercress salad as it had rotten bits in it.  So thought I would cheer myself up with a bowl of strawberrys.  Pretty sure that grey one hiding in the back was once a strawberry not sure what it is now...	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13524541_10154291916483033_1947284051553208755_n.jpg?oh=3e09355d8172ae72cb0637a18a2e2361&oe=59193C60	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13524541_10154291916483033_1947284051553208755_n.jpg?oh=5ab2d2ce7dc094e3cb2a384a330f1e63&oe=58DAE76D	https://www.facebook.com/photo.php?fbid=10154291916483033&set=o.112463368812803&type=3	facebook.com	2016-06-27T09:24:48+0000	1467019488	2016-06-27 11:24:48	6	7	6	0	13	7	5	2	1	0	6	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10156966655275062	https://www.facebook.com/112463368812803/posts/10156966655275062	Tesco   I bought this bikini from you just before my trip to Santorini. I wore it for a grand total of 6hrs whilst relaxing by the pool for the stitching on both sides to come away from the clips! I do not expect a bikini to break after only 6hrs and would not expect something of such low quality to come from a store like tesco. I have other bikinis from tesco which have lasted a lot longer than a mere 6hrs.   From an overly disappointed and bikiniless customer!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13533181_10156966655275062_2868709154869498437_n.jpg?oh=45e5831b825f08cbe8c3512e9cacbaf5&oe=58D75558	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13533181_10156966655275062_2868709154869498437_n.jpg?oh=7ae3dd34a938c32ec7e9feab5f4c8c80&oe=58EC8855	https://www.facebook.com/photo.php?fbid=10156966655275062&set=o.112463368812803&type=3	facebook.com	2016-06-27T09:24:17+0000	1467019457	2016-06-27 11:24:17	0	4	0	0	4	4	3	1	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10153486050021923	https://www.facebook.com/112463368812803/posts/10153486050021923	An open letter to the customers of Tesco s UK and shareholders Tesco s plc   Did John Allan Chairman of Tesco s plc forget his position when addressing the shareholders  who are the OWNER s of Tesco s plc???   John Allan the Chairman  should remember the fact  he is just another employee of Tesco s nothing more nothing less.   If he does not like the tough questions from the shareholders who are the owners of Tesco s plc  then he should seriously consider his position.   This is just part of the response I received from John Allan at the AGM.  “Your claims are a work of fiction and in your imagination ” he boomed. “For the rest of us in the real world  we are focused on improving the company  and we don’t get much help from your repeated interventions.”    It is my personal belief that John Allan in his position as Chairman of Tesco s plc not only abused his position in providing this slanderous response  he did provide false and misleading information to the shareholders at the AGM concerning Tesco s UK complete and utter failure to keep Tesco s stores clean in a fit and proper manner.   Furthermore as Chairman of Tesco s plc along with Dave Lewis CEO of Tesco s plc and Matt Davies CEO of Tesco s UK they have allowed these stores to operate in violation of the health and hygiene laws in the UK. Even though I have not only raise my concerns these three men I had also provided evidence to the Executive office. The failure of these to ensure that Tesco Stores were kept clean in a fit and proper manner  have placed Tesco s UK in great risk of prosecution and severe damage to the reputation of Tesco s UK.   Is John Allan refusing to accept what is going on in the real world in Tesco Stores???   Is it John Allan s own imagination that he is focused on improving and denying evidence showing that the very serious problems concerning the cleanliness in Tesco Stores???   May I suggest to John Allan as Chairman of Tesco s plc  resigned from your position and take your arrogance with you.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13502107_10153486050021923_8506927462926369556_n.jpg?oh=bc7f6739c24594c08a50f516e52f30dc&oe=59202268	https://scontent.xx.fbcdn.net/v/t1.0-9/13502107_10153486050021923_8506927462926369556_n.jpg?oh=8a818a4a4b6b5b07ba9cd89a4c70cbcb&oe=58D7568E	https://www.facebook.com/photo.php?fbid=10153486050021923&set=o.112463368812803&type=3	facebook.com	2016-06-27T09:07:35+0000	1467018455	2016-06-27 11:07:35	1	15	1	1	17	12	2	10	4	0	1	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126292400763223	https://www.facebook.com/112463368812803/posts/1126292400763223	Can I just ask  Tesco what is the point of writing up which subs you want or don t want on the  Online Shopping .. I recently bought 2x2ltr bottles of 7up and in the information box for the picker  it clearly states never to give diet/light/zero type and yet I was given the Light 7up.  Mind you once I d ordered a vegetarian meat substitute and given in it s place was actual meat... go figure that one out. :S					2016-06-27T08:48:51+0000	1467017331	2016-06-27 10:48:51	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10207979731745992	https://www.facebook.com/112463368812803/posts/10207979731745992	Thanks wolverton tesco for this..... Bought these whilst shopping on the 20th....got home to use the next night only to realise they were already out of date when we bought them!!! This is not the first time iv heard of this happening in the last few weeks and at wolverton branch!!! Not acceptable!!!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13557859_10207979731745992_1643331978208359976_n.jpg?oh=8b0ea4259baf5cd9835fa607549e455f&oe=58E6A230	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13557859_10207979731745992_1643331978208359976_n.jpg?oh=c94c1b06511d18ef6807830951c2a36e&oe=591D3A3D	https://www.facebook.com/photo.php?fbid=10207979731745992&set=o.112463368812803&type=3	facebook.com	2016-06-27T08:08:27+0000	1467014907	2016-06-27 10:08:27	9	24	9	0	33	24	10	14	24	0	9	0	0	0	0	0	0
photo	post_page_112463368812803	112463368812803_1123776621014801	https://www.facebook.com/112463368812803/posts/1123776621014801	Enjoy your lazy days. Take time to relax with our range of cool cushions and throws.   Explore below. http://tes.co/LazyDays	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13465958_1123776297681500_6618616015519825388_n.jpg?oh=beaaeabb0f04e5b68880945a3f70e5a1&oe=58EFDC76	https://scontent.xx.fbcdn.net/v/t1.0-9/13465958_1123776297681500_6618616015519825388_n.jpg?oh=80ae13a618f7ec1ad0ebeb82c03dfc87&oe=58D88E1D	https://www.facebook.com/tesco/photos/a.149868231738983.30940.112463368812803/1123776297681500/?type=3	facebook.com	2016-06-27T08:00:00+0000	1467014400	2016-06-27 10:00:00	1709	54	1748	32	1834	47	30	17	20	0	1683	32	5	0	0	0	0
status	post_user_112463368812803	112463368812803_1126264357432694	https://www.facebook.com/112463368812803/posts/1126264357432694	Is there a delay with vouchers bought using clubcard points?  I bought some yesterday evening and still haven t received any emails!					2016-06-27T07:53:32+0000	1467014012	2016-06-27 09:53:32	0	2	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126260060766457	https://www.facebook.com/112463368812803/posts/1126260060766457	Hi   I boosted my vouchers on Saturday morning and have yet to recieve an email. Could you look into this for me please? Thanks					2016-06-27T07:38:41+0000	1467013121	2016-06-27 09:38:41	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126238047435325	https://www.facebook.com/112463368812803/posts/1126238047435325	Contacted you a week ago about not being able to use home delivery  you had assured me this problem would be rectified  but guess what I m still waiting  hope Asda will appreciate my custom more then you have!!!!					2016-06-27T07:03:20+0000	1467011000	2016-06-27 09:03:20	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126039950788468	https://www.facebook.com/112463368812803/posts/1126039950788468	Beware!! Tescos does not follow HACCP! I have seen them not follow the haccp rules and regulations and openly say that the health inspector says   Its okay to not follow HACCP   O.o If you recently got sick   and you have eaten food from tesco most likely tescos made you sick! to be more specific Prussia Street Tescos i seen being very unhygienic !					2016-06-26T23:10:45+0000	1466982645	2016-06-27 01:10:45	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126032487455881	https://www.facebook.com/112463368812803/posts/1126032487455881	Anyone else caught out by Clubcard Boost ending before midnight? I ve been perusing all evening  then having selected my items  went to exchange my vouchers at 11:38pm  and webpage changed to  Boost Has Now Ended . Very disappointed. 😒					2016-06-26T22:50:42+0000	1466981442	2016-06-27 00:50:42	0	9	0	0	9	9	2	7	5	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126029570789506	https://www.facebook.com/112463368812803/posts/1126029570789506	Hi  my son has a hudl 2 which works absolutely fine apart from battery going too quickly. Anyway  the charger has been broken for a while so been using an old Samsung phone charger which takes about 8 hours to actually fully charge. Am I still able todo itch a genuine replacement data cable and plug anywhere?????					2016-06-26T22:42:23+0000	1466980943	2016-06-27 00:42:23	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126029020789561	https://www.facebook.com/112463368812803/posts/1126029020789561	Hi there. Can you please enlighten me as to why staff in the Bakery in your Duke St Leith (Edinburgh) store do not wear gloves when handling baked goods? I as a customer am required to use tongs but staff there feel it is acceptable to handle baked goods ungloved. Yes  their hands were washed. But surely gloves are required? I will be writing to the store manager and requesting an environmental health inspection from the Council.					2016-06-26T22:40:12+0000	1466980812	2016-06-27 00:40:12	0	10	0	0	10	10	2	8	10	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126013860791077	https://www.facebook.com/112463368812803/posts/1126013860791077	Why when myself and my partner went shopping earlier both 30 year old i got I d for a bottle of wine because he was buying it????? The woman said because we were together she had to I d me surely this can t be right Iv never felt so embarrassed in my life being I d for my boyfriends bottle of wine just because I was with him when a few days before he went with our 11 year old and wasn t I d once???					2016-06-26T22:21:33+0000	1466979693	2016-06-27 00:21:33	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1126011997457930	https://www.facebook.com/112463368812803/posts/1126011997457930	There is concern on a motorcycle friendly page that Tesco are enforcing a policy at fuel stations whereby riders are obligated to dismount  place their bike on stand and remove helmets before the pump will be activated. Appropriate appreciation regarding drive aways is given  but unfortunately some bikes are best filled when the bike is vertical. An unobtainable option if the bike is on side stand  and not all bikes have a centre stand that would allow obtaining a full tank.  Could you please openly post the company policy for motorcycle usage at your fuel stations? With issues regarding some modes of religious dress  is it necessary for the rider to remove their helmet?  Thank you					2016-06-26T22:18:38+0000	1466979518	2016-06-27 00:18:38	0	4	0	0	4	4	4	0	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_311757732491590	https://www.facebook.com/112463368812803/posts/311757732491590	Loved seeing this in the locker area of tescos  what a great step!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13435354_311757732491590_5923648983207501616_n.jpg?oh=a42a174de11abb6e24b3306f07d7af84&oe=58DF7182	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13435354_311757732491590_5923648983207501616_n.jpg?oh=19dea51047e6b8bc303a370554618687&oe=58E8107D	https://www.facebook.com/photo.php?fbid=311757732491590&set=o.112463368812803&type=3	facebook.com	2016-06-26T21:46:54+0000	1466977614	2016-06-26 23:46:54	2	1	2	0	3	1	1	0	0	0	2	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1125993944126402	https://www.facebook.com/112463368812803/posts/1125993944126402	I am going to buy a watermelon  take it home  then take it back and try to swop it for a pineapple..... I will let you know if it works ....  I seriously  have my doubts ....!					2016-06-26T21:30:57+0000	1466976657	2016-06-26 23:30:57	4	1	4	1	6	1	1	0	0	0	4	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1125993584126438	https://www.facebook.com/112463368812803/posts/1125993584126438	Hello Tesco  I am feeling very sad and highly frustrated at the moment  having attempted to buy school uniform by boosting my vouchers.   Yesterday I tried to boost my vouchers at Tesco Cross Point Coventry (a very nice store with friendly staff) unfortunately the clubcard machine was not responding and the problem could not be rectified. I asked a member of staff when the boost ended  in a positive voice she replied that it would be on for a few weeks. Happy in this knowledge I left the store empty handed of uniform. This evening I logged on at home only to find the boost expiry date is today! Frustratingly school uniform is not available on line so I m now left with no obvious options  are you in any position to help me purchase school uniform for my two children by boosting my club card vouchers and enabling me to use them in the coming days please?  Yours in hope Hazel					2016-06-26T21:29:51+0000	1466976591	2016-06-26 23:29:51	0	2	1	0	3	2	2	0	0	0	0	0	0	0	0	1	0
photo	post_user_112463368812803	112463368812803_10209675291509072	https://www.facebook.com/112463368812803/posts/10209675291509072	❤️❤️❤️	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13557869_1167319853290411_4101615430378335618_n.jpg?oh=be961e93b74e28a2385ee65d37b43303&oe=591D80C8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13557869_1167319853290411_4101615430378335618_n.jpg?oh=d4b7814c050bf450216b7e6012c211c6&oe=591B6EDD	https://www.facebook.com/lovewhatreallymatters/photos/a.710462625642805.1073741828.691679627521105/1167319853290411/?type=3	facebook.com	2016-06-26T21:28:30+0000	1466976510	2016-06-26 23:28:30	1	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1125992894126507	https://www.facebook.com/112463368812803/posts/1125992894126507	I just want to thank the staff in your Dalkeith store for the help they gave me and my other half earlier tonight. When us diabetics have a big hypo it can be an unnerving thing to see but the store colleagues stayed cool  had Lucozade on hand when I started to come round and kept everything calm. Pass on my thanks. Other than a few bruises I m home now and absolutely fine.					2016-06-26T21:27:14+0000	1466976434	2016-06-26 23:27:14	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
