type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_user_112463368812803	112463368812803_10154585089654452	https://www.facebook.com/112463368812803/posts/10154585089654452	Tesco - I would personally like to thank Ceri for all her help yesterday. After checking a few stores for stock and checking online for me  she confirmed your Kingston Milton Keynes store had this baby Annabell doll for an amazing £24.99. I was lucky enough to get one and now I and going to have a very very happy little girl on Christmas day! Thank you again Ceri!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14517502_10154585089654452_4699892064005194764_n.jpg?oh=5544b9d4603eb98a27923ee97e53211e&oe=58E91014	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14517502_10154585089654452_4699892064005194764_n.jpg?oh=45ec1f8188b94daa4c268b0e7b5193df&oe=58E0C419	https://www.facebook.com/photo.php?fbid=10154585089654452&set=o.112463368812803&type=3	facebook.com	2016-09-30T20:26:28+0000	1475267188	2016-09-30 22:26:28	0	3	0	0	3	3	3	0	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10208923368095871	https://www.facebook.com/112463368812803/posts/10208923368095871	Hi Tesco  any chance I can come down and buy this still? At the same rate of 8.5p? Any help would be greatly appreciated! #oldschool #retro #houseclearout	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14441117_10208923368095871_9122200018562386265_n.jpg?oh=485e03d6fe4a4f8a84747cdea14cbe1f&oe=592372FD	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/14441117_10208923368095871_9122200018562386265_n.jpg?oh=d2cf257c55ef429477d55212a455307f&oe=58E02589	https://www.facebook.com/photo.php?fbid=10208923368095871&set=o.112463368812803&type=3	facebook.com	2016-09-30T20:23:04+0000	1475266984	2016-09-30 22:23:04	10	4	10	0	14	2	2	0	0	0	9	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1199030243489438	https://www.facebook.com/112463368812803/posts/1199030243489438	I came in store today to be greater by an aisle of Christmas things and could only find Halloween costumes when will Halloween be arriving?					2016-09-30T20:19:56+0000	1475266796	2016-09-30 22:19:56	0	4	0	0	4	4	1	3	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1199024816823314	https://www.facebook.com/112463368812803/posts/1199024816823314	Very disappointed and hungry. Starting my weekend with empty fridge thanks to Tesco😠 My fridge and freezer items couldn t be delivered yesterday and were meant to be delivered today and refunded.  Today no delivery and no contact from Tesco and was just told on the phone that they have no record of such a situation.?! No duty manager available to resolve this for us and we now have to wait until tomorrow for investigation !? Think will be changing the retailer !!!!😠					2016-09-30T20:08:33+0000	1475266113	2016-09-30 22:08:33	0	5	0	0	5	5	1	4	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1199024506823345	https://www.facebook.com/112463368812803/posts/1199024506823345	So went into my local tesco store today with my fiancee to buy some cider I picked up the box of strongbow and a bottle of stiffys fruit salad cider I went to the self service check out and while scanning the items a member of staff approached me and asked me for id I handed my driving licence over to prove that I am 31 years old for the woman who was called Kathleen to then ask my 33 year old partner for id which she doesn t have with her to be told if she did not produce id I would not be served I said she isn t buying it I am it s my purchase I m paying for it so why should someone who has accompanied me to the shop provide id she replied  well ur not getting served  I said fine I ll drop her off and come back to be told she would tell everyone in store not to serve me I said fine I ll go else where she removed the strongbow from the checkout and then allowed me to purchase the bottle of stiffys cider how can a member of staff tell me I m not getting served alcohol allow me to continue with the transaction of a bottle of cider after her dictating that the law states about purchasing alcohol for under age people willingly or unwillingly break the law by allowing me to purchase alcohol after being refused service?  I spoke to a manager who wasn t helpful in anyway who also allowed me to then walk away with the cider after stating I will not be allowed to purchase alcohol   seriously tesco get a grip					2016-09-30T20:07:48+0000	1475266068	2016-09-30 22:07:48	2	32	3	1	36	32	13	19	20	0	2	0	1	0	0	0	0
status	post_user_112463368812803	112463368812803_1199019690157160	https://www.facebook.com/112463368812803/posts/1199019690157160	Hey Tesco  why is everyone getting free organic boxes but me?					2016-09-30T19:57:04+0000	1475265424	2016-09-30 21:57:04	0	2	0	0	2	2	1	1	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10157567730755010	https://www.facebook.com/112463368812803/posts/10157567730755010	Very disappointed to bite into my tesco finest profiteroles tonight only to realise there was no filling 😢	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14433055_10157567730755010_6933463707316470769_n.jpg?oh=a150c2dbd512156b3b3431f7e25eacf7&oe=58E8B9B7	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14433055_10157567730755010_6933463707316470769_n.jpg?oh=8190d52b65ff3f6002b7a1e17e6c63c7&oe=58DD30BA	https://www.facebook.com/photo.php?fbid=10157567730755010&set=o.112463368812803&type=3	facebook.com	2016-09-30T19:41:29+0000	1475264489	2016-09-30 21:41:29	5	17	14	0	31	17	10	7	9	0	5	0	1	2	3	3	0
photo	post_user_112463368812803	112463368812803_10154007150607685	https://www.facebook.com/112463368812803/posts/10154007150607685	Hello  I think this accidental fold reveals a more apposite slogan.  Any chance you ll change it?	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14440751_10154007150607685_4645156548450859081_n.jpg?oh=749e88d11c89fc816762256fd3299cec&oe=591EF1E0	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14440751_10154007150607685_4645156548450859081_n.jpg?oh=c8a3b7b3803766e48ed9ba8b1f685115&oe=591B54ED	https://www.facebook.com/photo.php?fbid=10154007150607685&set=o.112463368812803&type=3	facebook.com	2016-09-30T19:34:09+0000	1475264049	2016-09-30 21:34:09	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10154530884062622	https://www.facebook.com/112463368812803/posts/10154530884062622	Please note the use by date on these sausages...and the date on the receipt. How has this happened?  I would like a refund! Glad I noticed before eating the sausages!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14519846_10154530884062622_8540784303649267174_n.jpg?oh=b0f8605de2546806ad694d8b4a057946&oe=58D98593	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14519846_10154530884062622_8540784303649267174_n.jpg?oh=9bd84fc8b5f159d25ae087981f1d320f&oe=58EE0B9E	https://www.facebook.com/photo.php?fbid=10154530884062622&set=o.112463368812803&type=3	facebook.com	2016-09-30T19:15:16+0000	1475262916	2016-09-30 21:15:16	1	3	2	0	5	3	2	1	1	0	1	0	0	0	1	0	0
status	post_user_112463368812803	112463368812803_1198973030161826	https://www.facebook.com/112463368812803/posts/1198973030161826	Well  Tesco Sheerness surpasses itself once again.   Rude  ignorant staff!!!   Hardly any tills open  lots of queues  so I join a queue only to have the till supervisor walk in front of me  shut the gate telling the cashier that she is now closed and totally blank me! Would it have cost her anything to mention to me that the till was being closed  or to close it after me  or even acknowledge that I was there!!  On the plus side  the finger that I caught in my trolley when I jumped back as she shut the gate in front of me  doesn t appear to be broken.					2016-09-30T18:49:37+0000	1475261377	2016-09-30 20:49:37	0	9	0	0	9	9	6	3	2	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1198971643495298	https://www.facebook.com/112463368812803/posts/1198971643495298	Never in my life have I had such bad customer service than I m getting at the moment from you I promise never to step foot in any of your stores or petrol stations again !!!!😡😡😡😡					2016-09-30T18:46:53+0000	1475261213	2016-09-30 20:46:53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_1408933225802774	https://www.facebook.com/112463368812803/posts/1408933225802774	Tonight I bought a  fresh  pepper and when I cut into it is was like this. #disappointedcustomer	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14470428_1408933225802774_5764907395706823422_n.jpg?oh=5e5db598cfcf0b6e79be2910fd1f2f2c&oe=58DFC974	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14470428_1408933225802774_5764907395706823422_n.jpg?oh=cca860f565e7e381f85f63264134a88a&oe=59196461	https://www.facebook.com/photo.php?fbid=1408933225802774&set=o.112463368812803&type=3	facebook.com	2016-09-30T18:34:38+0000	1475260478	2016-09-30 20:34:38	2	2	4	0	6	2	2	0	0	0	2	0	1	0	0	1	0
status	post_user_112463368812803	112463368812803_1198964410162688	https://www.facebook.com/112463368812803/posts/1198964410162688	I just went to tescos braintree as usual to buy cigarettes and found that they have altered the parking arrangements. It now appears that you can park free for 15minutes but if longer you must spend #5 on groceries  to be apply to park longer  as I sometimes go just for cigarettes it means that I must park walk to store  wait to be served and return to the car and exit within 15 minutes or there is a fine.  No thanks  I will buy them them elsewhere or pack up. Every little think helps					2016-09-30T18:31:20+0000	1475260280	2016-09-30 20:31:20	0	10	0	0	10	10	5	5	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10207033559937554	https://www.facebook.com/112463368812803/posts/10207033559937554	Come on now Tesco this really is getting silly now. The Amazing Exploding Sweeteners have struck one too many times. Twice in my kitchen last week. Once on the way to meet a friend for coffee  once  spectacularly  in my favourite coffee shop (that was yesterday and I m not sure when I ll be welcome back)  and tonight I ve had to clear up a hundred tiny little sweeteners so my nine month old baby doesn t get up in the morning and make himself poorly.  Every little helps ?  Every little yellow clicky sweetener dispenser is a ticking time bomb of infuriation  more like. Sort it out.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14449888_10207033559937554_2663774836699431348_n.jpg?oh=ed669f019a0a15b2351c0beeb25ba9ff&oe=58E077C6	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14449888_10207033559937554_2663774836699431348_n.jpg?oh=f5c373160c54626e218546c85bfa39d7&oe=58EF78CB	https://www.facebook.com/photo.php?fbid=10207033559937554&set=o.112463368812803&type=3	facebook.com	2016-09-30T18:27:43+0000	1475260063	2016-09-30 20:27:43	0	10	0	0	10	10	7	3	5	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_10209739804908355	https://www.facebook.com/112463368812803/posts/10209739804908355	Whoops tesco... not sure if it was intentional or for comedy value... but there was a random 50th balloon in my pack of 40th balloons 😂!!  Even if the birthday girl was slightly offended the rest of us were amused 😅	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14446199_10209739804908355_8135899426033626360_n.jpg?oh=f08660c2e4972f0861f434f26befb73b&oe=58EDBAD5	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14446199_10209739804908355_8135899426033626360_n.jpg?oh=eab6bce4c7927d4672cc2ae50cf5a004&oe=592149D8	https://www.facebook.com/photo.php?fbid=10209739804908355&set=o.112463368812803&type=3	facebook.com	2016-09-30T18:18:51+0000	1475259531	2016-09-30 20:18:51	14	2	20	0	22	2	1	1	1	0	14	0	0	5	0	0	0
status	post_user_112463368812803	112463368812803_1198951083497354	https://www.facebook.com/112463368812803/posts/1198951083497354	I m absolutely fuming ! Tesco direct are so unhelpful ! I ordered a ps4 500 gb after frantically trying to get one for an upcoming birthday and managed to pay for one online via the amazing deal.Too good to be true I asked myself. Maybe the gods were on my side! I paid online   had an order number and was collecting tomorrow . Then out of the blue this evening I receive an email saying item cancelled ??? In a panic I rang them . 19 minutes of my life I will never get back!!! 3 different   customer services managers later  each telling me to hold the line to be connected to a different dept   .(who is in charge of the managers that s what I want to know????? ) I get through to a rather obnoxious and unhelpful manager . It s down to the website not updating stock . Then he blamed the suppliers. Then it was the website again. Really I replied most websites have a stock ordering system that states not in stock when it reaches zero. His reply was .well you would think so wouldn t you but the site is rubbish !!! I asked to go on the reserve list to which he replied they don t have one. Funny that as that is one of there options.... Then he said there s nothing more he could do ...  No help what so ever. I would like to know who is going to explain to the excited birthday boy that he s not getting his longed for gift ?????					2016-09-30T18:12:08+0000	1475259128	2016-09-30 20:12:08	0	7	0	0	7	7	2	5	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_846595685476471	https://www.facebook.com/112463368812803/posts/846595685476471	bought this from tesco click and collect today paw patrol colour ur own back pack it s all mouldy it s absolutely disgusting got a heartbroken 3 year old as he can t take his new bag to school on Monday!	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14469442_846595685476471_6644334166401689003_n.jpg?oh=edda97a8423f11a8c70c09c51e905e60&oe=58E8F189	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14469442_846595685476471_6644334166401689003_n.jpg?oh=c308742f6ad090048746bba616c74291&oe=5921EE76	https://www.facebook.com/photo.php?fbid=846595685476471&set=o.112463368812803&type=3	facebook.com	2016-09-30T18:04:52+0000	1475258692	2016-09-30 20:04:52	1	20	1	0	21	19	5	14	6	0	1	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_992433574219599	https://www.facebook.com/112463368812803/posts/992433574219599	Hello just enquiring would ye ever consider stocking theese slimming world meals in limerick ireland stores alot of people are looking for theese but cant get them anywhere thanks	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14520459_992433574219599_805630728407461531_n.jpg?oh=8bea42b8dff1216a54316c8f212037d5&oe=591F4BAA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14520459_992433574219599_805630728407461531_n.jpg?oh=65f49895a66542e236300c619524cec3&oe=58EEA35D	https://www.facebook.com/photo.php?fbid=992433574219599&set=o.112463368812803&type=3	facebook.com	2016-09-30T18:04:30+0000	1475258670	2016-09-30 20:04:30	1	5	1	0	6	2	2	0	1	0	1	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1198945593497903	https://www.facebook.com/112463368812803/posts/1198945593497903	how can you warrant the price of using tyre air machine at tesco garage baldock going up from 20 pence to 50 pence in one week when sainsbury is still free					2016-09-30T18:03:10+0000	1475258590	2016-09-30 20:03:10	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_1145472922168912	https://www.facebook.com/112463368812803/posts/1145472922168912	Hi tescos  I m wondering if you can help me  I have been in contact with my local tescos about being able to get a replacement lion but have been told they have been discontinued  as u can see he is my 16 month old sons favourite and has to go everywhere with us  I m petrified of loosing him and was wondering if there was anyway you could help me source a replacement one should this happen  I would be extremely grateful for any help  Many thanks	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14484982_1145472922168912_9035632943634801964_n.jpg?oh=709ef22eecb9e356715dfeb8f540e7c2&oe=59236027	https://scontent.xx.fbcdn.net/v/t1.0-9/q82/s720x720/14484982_1145472922168912_9035632943634801964_n.jpg?oh=382abac4bdba32eabb7a5bbaaf27a833&oe=591CEF78	https://www.facebook.com/photo.php?fbid=1145472922168912&set=o.112463368812803&type=3	facebook.com	2016-09-30T18:02:06+0000	1475258526	2016-09-30 20:02:06	5	1	6	0	7	1	1	0	0	0	5	1	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1198937656832030	https://www.facebook.com/112463368812803/posts/1198937656832030	How the Andover store has any click and collect customers left I do not know  2 weeks 2 orders  twice not ready!!! I can t even begin to document the comedy of errors I encountered again this week!!!!! Poor Ryan at collection is doing a sterling job  poor lad had multiple customers and he handled it so well  your dot.com management team needs a kick up the backside! Should give Ryan the job!!!!					2016-09-30T17:50:26+0000	1475257826	2016-09-30 19:50:26	0	5	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1198934150165714	https://www.facebook.com/112463368812803/posts/1198934150165714	Hi there  I ve booked for a flexi saver delivery slot today from 1900-2300. I was told that a text would be sent to me this morning telling me which timeslot will I be assigned. That text  however  just arrived at 17:18 and said my delivery slot would be  1900-2000  I couldn t get back home by then considered the travel time required  may you please contact the driver for me telling him to come from 2030 onwards  or to leave the things at my front door? Many Thanks					2016-09-30T17:43:22+0000	1475257402	2016-09-30 19:43:22	0	5	0	0	5	4	2	2	0	0	0	0	0	0	0	0	0
status	post_user_112463368812803	112463368812803_1198928416832954	https://www.facebook.com/112463368812803/posts/1198928416832954	can I ask whether Tesco sells cosmetics in china?					2016-09-30T17:33:43+0000	1475256823	2016-09-30 19:33:43	0	5	0	0	5	5	4	1	1	0	0	0	0	0	0	0	0
photo	post_user_112463368812803	112463368812803_991506597901	https://www.facebook.com/112463368812803/posts/991506597901	So bought these two trousers from tesco yeovil..took them back as i bought 32 by 30 but they were just to short. So got the 32 by 32 of both pairs ?....eh think something has gone wrong in manufacture tesco? Apparently these are the same size...will add pick of size labels.  And the the blacks are easily 34 inch waist and the purples are def a 30 inch leg.  When i tried to exchamge they said we cant exchange and im now concerned if i go back they will refuse again but surely not on this evidence.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14457547_991506597901_7157135251842484310_n.jpg?oh=3cc75399a7cc6257349dc9db386590ed&oe=591DA1DB	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14457547_991506597901_7157135251842484310_n.jpg?oh=7b0654154c503ec3f1a03f266984be5e&oe=58D9249D	https://www.facebook.com/photo.php?fbid=991506597901&set=o.112463368812803&type=3	facebook.com	2016-09-30T17:24:32+0000	1475256272	2016-09-30 19:24:32	0	12	2	0	14	11	5	6	2	0	0	0	0	2	0	0	0
status	post_user_112463368812803	112463368812803_1198914643500998	https://www.facebook.com/112463368812803/posts/1198914643500998	What a surprise Tesco won t fix my Hudl citing that it s not a manufacturing fault  despite the fact that I have read endless comments from people saying they have had exactly the same problem......🤔🤔 And no I don t wish to pay £59 to have it fixed would rather put the money towards a decent tablet thank you very much. I will never  EVER  buy another Hudl again.					2016-09-30T17:09:09+0000	1475255349	2016-09-30 19:09:09	0	6	0	0	6	6	1	5	0	0	0	0	0	0	0	0	0
